t,o,h,l,c,v,qv
1758730260000,4157.59,4158.76,4156.74,4157.45,2382.475,9905502.2979
1758730320000,4157.46,4157.46,4152.22,4153.15,7786.917,32348130.39003
1758730380000,4153.14,4159.45,4152.84,4158.81,6119.82,25436411.48924
1758730440000,4158.8,4161.0,4156.59,4158.0,5227.983,21742861.37254
1758730500000,4158.0,4160.36,4157.17,4160.21,1932.976,8038523.76831
1758730560000,4160.21,4161.36,4158.74,4159.82,2399.337,9981807.52026
1758730620000,4159.82,4162.66,4159.45,4162.27,2861.557,11908211.41241
1758730680000,4162.27,4169.0,4162.26,4168.68,6002.159,24998890.38839
1758730740000,4168.68,4168.78,4165.14,4165.14,2270.246,9460633.77679
1758730800000,4165.13,4167.89,4164.51,4164.85,2174.301,9058474.92665
1758730860000,4164.84,4167.04,4164.38,4165.31,1978.943,8243580.35413
1758730920000,4165.32,4166.08,4164.0,4165.84,2694.0,11221539.0923
1758730980000,4165.84,4169.64,4165.83,4169.45,2780.741,11590002.47907
1758731040000,4169.45,4169.45,4166.99,4167.68,1351.878,5634751.67621
1758731100000,4167.67,4168.35,4164.35,4166.35,2125.412,8855135.98776
1758731160000,4166.34,4167.27,4164.09,4164.23,1027.358,4280004.92573
1758731220000,4164.23,4170.7,4164.23,4170.69,1412.535,5888411.96633
1758731280000,4170.7,4170.7,4167.2,4168.07,1822.558,7597708.541
1758731340000,4168.07,4168.27,4167.87,4167.88,415.386,1731360.7341
1758731400000,4167.88,4169.89,4165.8,4169.89,3857.3,16074813.0488
1758731460000,4169.89,4170.51,4167.37,4168.18,2134.252,8898419.12715
1758731520000,4168.18,4169.84,4168.17,4168.42,839.082,3497866.87128
1758731580000,4168.42,4168.42,4166.55,4167.24,1029.429,4289986.0317
1758731640000,4167.24,4167.24,4163.39,4164.99,1649.445,6869196.2198
1758731700000,4164.99,4169.45,4164.98,4168.98,708.238,2951231.49017
1758731760000,4168.99,4170.52,4168.27,4168.28,1033.741,4309777.99995
1758731820000,4168.27,4170.4,4167.21,4169.77,761.801,3175954.30774
1758731880000,4169.78,4171.35,4168.85,4171.24,1312.931,5475578.60851
1758731940000,4171.24,4172.85,4170.02,4172.44,1830.516,7636564.7287
1758732000000,4172.45,4173.81,4172.13,4172.17,1704.652,7113367.64015
1758732060000,4172.17,4174.41,4171.64,4173.6,1568.533,6545823.20752
1758732120000,4173.6,4174.48,4172.95,4172.95,1956.841,8167828.58183
1758732180000,4172.96,4172.96,4167.49,4169.14,3521.361,14682955.93355
1758732240000,4169.14,4172.44,4169.14,4172.0,1337.626,5579005.4814
1758732300000,4171.99,4172.0,4168.98,4168.98,1325.815,5528803.90681
1758732360000,4168.98,4169.56,4168.09,4169.36,631.233,2631603.13629
1758732420000,4169.35,4173.0,4169.35,4170.72,877.676,3660550.90961
1758732480000,4170.72,4171.44,4169.54,4170.6,512.251,2136224.73208
1758732540000,4170.59,4171.0,4169.3,4169.33,587.153,2448549.79297
1758732600000,4169.33,4169.72,4168.0,4169.35,841.523,3508194.99095
1758732660000,4169.35,4172.36,4169.13,4171.94,677.11,2823710.15268
1758732720000,4171.93,4171.93,4169.0,4169.92,639.479,2666866.87665
1758732780000,4169.93,4172.4,4169.92,4171.3,905.941,3779081.12227
1758732840000,4171.29,4172.44,4170.37,4172.11,646.84,2698270.91472
1758732900000,4172.11,4172.11,4170.55,4171.63,644.545,2688611.84703
1758732960000,4171.63,4172.0,4168.92,4169.51,816.112,3403434.35105
1758733020000,4169.51,4169.52,4167.46,4168.99,744.001,3101247.94791
1758733080000,4169.0,4170.45,4169.0,4170.11,351.435,1465445.31706
1758733140000,4170.11,4170.98,4170.11,4170.98,565.137,2356960.26893
1758733200000,4170.97,4172.0,4169.58,4169.85,1000.816,4174250.85557
1758733260000,4169.85,4170.52,4166.99,4168.8,2081.773,8678415.82747
1758733320000,4168.8,4169.74,4165.8,4166.82,1961.553,8174802.45473
1758733380000,4166.82,4167.37,4165.8,4166.94,1120.282,4667331.02782
1758733440000,4166.93,4170.01,4166.93,4169.65,756.825,3155145.53674
1758733500000,4169.64,4169.64,4166.17,4166.18,794.28,3309875.44758
1758733560000,4166.17,4166.27,4163.64,4163.91,3181.187,13251356.79297
1758733620000,4163.9,4166.9,4163.9,4166.9,861.696,3589204.73308
1758733680000,4166.9,4171.0,4166.89,4170.73,1770.585,7381487.45316
1758733740000,4170.72,4174.35,4170.72,4173.57,1575.283,6573059.15674
1758733800000,4173.57,4178.32,4173.56,4177.55,5193.705,21694031.5535
1758733860000,4177.55,4178.31,4175.34,4177.56,1619.732,6765038.03466
1758733920000,4177.57,4179.34,4177.57,4178.89,1102.953,4608899.30107
1758733980000,4178.89,4183.37,4178.89,4180.42,3074.547,12855456.04706
1758734040000,4180.43,4180.68,4178.78,4178.78,2101.42,8783688.12795
1758734100000,4178.78,4179.6,4175.4,4175.4,1449.949,6056933.37988
1758734160000,4175.4,4176.0,4173.49,4175.99,943.615,3939267.14359
1758734220000,4176.0,4178.89,4175.84,4178.44,1187.369,4959466.29009
1758734280000,4178.44,4179.1,4177.71,4178.83,1330.261,5558534.08998
1758734340000,4178.83,4179.6,4178.0,4178.0,731.481,3056688.88332
1758734400000,4178.0,4179.54,4177.74,4179.05,913.421,3816929.76069
1758734460000,4179.05,4180.32,4175.88,4175.88,1675.073,6998076.37109
1758734520000,4175.88,4176.26,4173.39,4173.69,1031.021,4304530.81806
1758734580000,4173.7,4175.68,4170.7,4171.07,2791.268,11648130.0573
1758734640000,4171.08,4175.03,4171.07,4174.4,1337.012,5580040.63331
1758734700000,4174.4,4176.89,4174.39,4175.13,678.439,2832926.68368
1758734760000,4175.13,4175.14,4171.92,4174.32,843.313,3519031.86506
1758734820000,4174.32,4176.68,4174.31,4175.6,1122.371,4686449.47485
1758734880000,4175.61,4176.65,4175.6,4176.65,501.04,2092544.80731
1758734940000,4176.65,4177.35,4176.64,4177.12,291.065,1215797.47516
1758735000000,4177.13,4179.64,4176.65,4178.63,925.27,3865988.35979
1758735060000,4178.63,4180.68,4178.62,4180.67,838.469,3504728.29974
1758735120000,4180.68,4186.81,4180.68,4186.8,5521.192,23103535.13659
1758735180000,4186.8,4186.8,4183.7,4184.33,2922.415,12231046.09325
1758735240000,4184.33,4186.73,4184.33,4186.41,1771.313,7414430.42439
1758735300000,4186.41,4188.36,4185.05,4185.05,2248.784,9415506.75135
1758735360000,4185.05,4187.64,4184.26,4186.72,980.504,4104911.33522
1758735420000,4186.72,4186.73,4183.84,4184.24,1045.55,4375998.03214
1758735480000,4184.24,4186.31,4184.24,4185.39,1366.838,5721027.01498
1758735540000,4185.39,4189.0,4184.5,4187.98,1659.177,6945811.57226
1758735600000,4187.98,4188.81,4186.23,4186.98,840.902,3521405.39113
1758735660000,4186.97,4192.0,4186.97,4191.71,5370.335,22500667.48274
1758735720000,4191.71,4191.98,4190.0,4190.0,2046.168,8576513.12254
1758735780000,4190.01,4191.58,4187.5,4187.82,4174.754,17491562.8039
1758735840000,4187.83,4188.73,4185.69,4186.02,1577.522,6604820.99122
1758735900000,4186.02,4186.02,4181.34,4182.48,3080.616,12886578.21642
1758735960000,4182.48,4184.81,4180.04,4183.9,2490.806,10417725.24339
1758736020000,4183.9,4184.86,4180.22,4180.23,1534.803,6420285.6336
1758736080000,4180.23,4181.79,4179.46,4180.51,2230.634,9324812.97193
1758736140000,4180.51,4183.33,4180.44,4181.6,1258.633,5263348.30047
1758736200000,4181.6,4183.57,4181.29,4183.17,1581.615,6614968.47296
1758736260000,4183.17,4185.79,4180.97,4182.37,1429.693,5980590.56466
1758736320000,4182.37,4182.82,4179.0,4179.99,1168.215,4883092.03983
1758736380000,4179.99,4180.29,4179.15,4179.84,1310.384,5477020.70853
1758736440000,4179.84,4183.53,4179.83,4183.53,466.151,1949189.22348
1758736500000,4183.53,4184.66,4181.81,4181.96,1015.23,4247133.25373
1758736560000,4181.95,4182.31,4180.06,4181.33,528.124,2208327.04375
1758736620000,4181.33,4183.0,4180.41,4182.99,531.602,2223017.71713
1758736680000,4182.99,4183.0,4180.7,4181.35,642.352,2686501.89426
1758736740000,4181.35,4182.46,4180.7,4181.34,1378.157,5762378.98861
1758736800000,4181.35,4182.22,4180.69,4181.53,1385.489,5793497.40279
1758736860000,4181.53,4181.68,4178.84,4179.68,1012.808,4233757.94433
1758736920000,4179.68,4180.71,4178.9,4180.31,563.284,2354516.00964
1758736980000,4180.31,4180.31,4178.0,4178.71,890.014,3719217.70992
1758737040000,4178.72,4180.4,4178.71,4179.92,751.897,3142614.0174
1758737100000,4179.92,4181.66,4178.61,4181.66,1248.355,5218090.41746
1758737160000,4181.66,4181.66,4178.57,4178.58,552.648,2310339.29064
1758737220000,4178.57,4178.96,4177.0,4177.41,1172.371,4898125.21432
1758737280000,4177.41,4178.08,4177.41,4177.86,358.77,1498810.44034
1758737340000,4177.86,4177.86,4175.01,4176.03,1504.073,6281314.9725
1758737400000,4176.03,4176.04,4171.29,4171.97,2074.366,8657639.20792
1758737460000,4171.96,4171.97,4168.61,4170.1,3593.282,14984266.61981
1758737520000,4170.11,4170.51,4167.88,4168.69,3313.057,13813807.18098
1758737580000,4168.68,4169.99,4168.15,4169.23,1841.884,7679076.86423
1758737640000,4169.24,4170.99,4168.44,4169.77,1551.001,6467262.00431
1758737700000,4169.77,4172.74,4169.24,4170.14,1384.936,5776968.25854
1758737760000,4170.13,4170.13,4166.54,4167.53,1377.033,5738609.17145
1758737820000,4167.53,4168.41,4166.85,4167.05,1533.59,6391330.36375
1758737880000,4167.07,4167.44,4165.13,4165.83,1524.444,6351678.31351
1758737940000,4165.83,4167.0,4165.25,4166.43,1642.18,6841374.41337
1758738000000,4166.43,4169.55,4163.77,4168.67,3434.242,14309920.60002
1758738060000,4168.66,4168.67,4166.85,4168.36,781.182,3255692.76342
1758738120000,4168.36,4169.08,4167.28,4169.0,713.468,2973605.81707
1758738180000,4169.0,4173.64,4169.0,4172.84,1365.093,5694037.76136
1758738240000,4172.85,4175.27,4172.84,4173.5,2156.824,9002850.61896
1758738300000,4173.5,4173.5,4171.3,4171.54,1395.59,5822603.72205
1758738360000,4171.53,4173.0,4171.44,4172.6,473.094,1973845.67788
1758738420000,4172.61,4174.64,4172.6,4174.51,678.53,2832151.70732
1758738480000,4174.51,4176.52,4174.51,4176.16,1429.687,5969907.88174
1758738540000,4176.17,4178.26,4175.57,4177.03,1634.652,6827568.04315
1758738600000,4177.04,4177.04,4175.09,4175.1,654.484,2733226.80978
1758738660000,4175.1,4179.36,4175.0,4176.25,1898.412,7930659.70511
1758738720000,4176.25,4176.57,4173.0,4174.03,1092.977,4562392.31317
1758738780000,4174.02,4176.44,4174.01,4174.9,811.266,3387015.35358
1758738840000,4174.9,4174.9,4171.86,4172.44,710.982,2966426.76619
1758738900000,4172.45,4175.82,4172.44,4175.26,1205.406,5032368.75104
1758738960000,4175.26,4176.61,4174.32,4174.33,381.587,1593350.67196
1758739020000,4174.32,4177.0,4174.32,4176.99,457.197,1909017.36146
1758739080000,4177.0,4178.0,4175.9,4176.9,712.713,2977008.51277
1758739140000,4176.9,4177.0,4175.0,4175.0,297.054,1240538.88097
1758739200000,4175.0,4176.0,4175.0,4175.6,545.982,2279696.56737
1758739260000,4175.6,4175.99,4175.23,4175.64,567.116,2368030.71576
1758739320000,4175.63,4175.64,4173.0,4173.53,1093.657,4565033.39377
1758739380000,4173.52,4174.54,4173.23,4174.07,662.004,2763078.71902
1758739440000,4174.08,4174.08,4172.98,4172.98,689.28,2876525.0187
1758739500000,4172.98,4174.34,4172.45,4173.08,527.302,2200570.67975
1758739560000,4173.08,4173.28,4171.4,4173.27,1058.527,4416309.6283
1758739620000,4173.27,4173.75,4169.65,4170.0,525.638,2192516.1043
1758739680000,4169.99,4170.43,4163.78,4166.05,5012.767,20883022.3601
1758739740000,4166.06,4168.05,4165.64,4167.76,1723.558,7182238.40902
1758739800000,4167.76,4169.32,4167.0,4168.0,778.738,3245863.26703
1758739860000,4168.0,4168.58,4165.96,4168.43,573.253,2388874.31725
1758739920000,4168.43,4170.62,4168.43,4170.5,1137.583,4743420.80345
1758739980000,4170.51,4171.78,4170.5,4171.42,1945.248,8113626.92306
1758740040000,4171.43,4171.44,4169.55,4169.85,732.07,3052783.15026
1758740100000,4169.85,4170.5,4169.55,4170.5,330.843,1379599.89421
1758740160000,4170.49,4170.81,4169.32,4169.32,458.947,1913822.66265
1758740220000,4169.32,4170.0,4168.68,4168.68,365.049,1521944.82046
1758740280000,4168.68,4170.0,4168.0,4169.58,1274.037,5311448.08346
1758740340000,4169.57,4170.41,4169.46,4170.08,370.068,1543155.51379
1758740400000,4170.08,4172.51,4168.47,4168.47,2151.562,8974589.07895
1758740460000,4168.47,4169.6,4166.89,4167.78,798.906,3330179.23634
1758740520000,4167.79,4168.28,4164.99,4165.66,1246.905,5193990.37699
1758740580000,4165.66,4169.02,4165.65,4169.02,569.818,2374686.14319
1758740640000,4169.05,4169.4,4168.64,4168.98,335.411,1398260.7036
1758740700000,4168.98,4168.99,4167.58,4167.58,307.732,1282745.33048
1758740760000,4167.58,4168.02,4166.74,4167.18,531.965,2216904.054
1758740820000,4167.18,4169.99,4166.94,4169.69,414.055,1725894.3273
1758740880000,4169.69,4169.69,4166.49,4166.49,596.016,2483881.64706
1758740940000,4166.5,4166.5,4165.17,4165.18,350.073,1458310.61174
1758741000000,4165.18,4168.28,4165.0,4168.28,2082.689,8678238.26199
1758741060000,4168.28,4168.28,4167.43,4167.43,384.805,1603829.18127
1758741120000,4167.44,4167.95,4166.39,4167.14,741.898,3091276.90399
1758741180000,4167.14,4167.31,4163.21,4163.52,1175.256,4894862.80414
1758741240000,4163.52,4164.7,4162.34,4163.69,2259.074,9405088.69859
1758741300000,4163.68,4165.0,4163.03,4164.44,2186.878,9105968.5543
1758741360000,4164.45,4167.17,4164.44,4166.82,464.848,1936493.6163
1758741420000,4166.82,4167.66,4165.62,4165.77,933.448,3889470.85391
1758741480000,4165.78,4167.19,4165.77,4166.26,462.384,1926483.33076
1758741540000,4166.26,4168.27,4166.26,4167.66,580.389,2418955.55932
1758741600000,4167.65,4168.19,4166.53,4167.6,263.94,1099913.24192
1758741660000,4167.6,4168.84,4167.32,4167.67,312.073,1300766.76785
1758741720000,4167.67,4167.67,4166.72,4167.49,434.329,1809969.87331
1758741780000,4167.48,4167.49,4165.89,4166.19,465.123,1937847.38238
1758741840000,4166.2,4166.36,4165.31,4165.31,544.695,2269146.35086
1758741900000,4165.31,4165.32,4164.17,4164.17,452.193,1883367.32251
1758741960000,4164.17,4164.26,4163.31,4163.92,790.192,3290303.22475
1758742020000,4163.92,4163.92,4163.31,4163.33,509.347,2120682.42454
1758742080000,4163.33,4163.33,4160.78,4161.41,3865.173,16086108.59404
1758742140000,4161.42,4161.64,4158.39,4160.15,3714.185,15450235.896
1758742200000,4160.15,4160.88,4159.0,4159.68,1558.308,6482321.46903
1758742260000,4159.67,4160.77,4159.42,4160.52,807.919,3360997.52227
1758742320000,4160.52,4160.53,4156.32,4157.98,2340.852,9732319.41224
1758742380000,4157.97,4158.17,4156.39,4157.94,1084.523,4508536.3005
1758742440000,4157.93,4158.12,4157.67,4158.12,1080.412,4492230.76569
1758742500000,4158.12,4158.12,4154.4,4155.7,4918.656,20437640.78477
1758742560000,4155.7,4159.22,4155.69,4156.63,1315.018,5467524.25665
1758742620000,4156.62,4157.44,4156.12,4156.71,803.92,3341740.09234
1758742680000,4156.76,4157.1,4155.54,4157.1,461.543,1918358.61839
1758742740000,4157.1,4158.24,4157.09,4158.23,944.299,3925800.44242
1758742800000,4158.24,4160.25,4158.23,4159.19,614.383,2555385.87121
1758742860000,4159.18,4159.93,4158.37,4158.4,872.84,3630249.41926
1758742920000,4158.41,4159.19,4157.15,4158.18,900.91,3746273.14094
1758742980000,4158.19,4159.23,4157.88,4158.45,775.482,3224930.54743
1758743040000,4158.45,4158.45,4156.21,4156.21,626.803,2606025.05924
1758743100000,4156.21,4156.21,4152.67,4154.11,2257.503,9378345.74606
1758743160000,4154.1,4155.82,4154.1,4155.02,766.16,3183555.21178
1758743220000,4155.02,4157.2,4155.01,4157.2,1091.482,4536191.37425
1758743280000,4157.21,4158.85,4156.86,4158.35,670.375,2787445.43721
1758743340000,4158.35,4158.91,4157.65,4158.78,759.469,3158062.53646
1758743400000,4158.79,4160.68,4158.44,4160.01,1786.375,7430679.32124
1758743460000,4160.0,4163.02,4160.0,4162.15,1406.695,5854772.734
1758743520000,4162.16,4162.16,4161.16,4161.51,683.394,2843967.39197
1758743580000,4161.51,4162.11,4160.8,4162.1,623.126,2593098.4033
1758743640000,4162.11,4163.73,4162.1,4162.14,613.936,2555865.22449
1758743700000,4162.15,4163.3,4161.2,4161.45,1577.264,6564414.94516
1758743760000,4161.46,4161.91,4161.06,4161.87,516.857,2150874.62859
1758743820000,4161.86,4163.03,4161.13,4161.13,615.167,2560319.77973
1758743880000,4161.13,4161.27,4160.01,4161.26,520.139,2163908.0314
1758743940000,4161.26,4162.84,4158.66,4158.95,1578.447,6567004.53507
1758744000000,4158.95,4160.83,4157.49,4160.47,1405.473,5845384.65873
1758744060000,4160.48,4161.44,4157.45,4157.99,875.967,3643125.034
1758744120000,4158.0,4158.29,4156.0,4156.0,666.014,2768808.73239
1758744180000,4156.0,4157.76,4155.02,4157.36,1023.903,4255097.87069
1758744240000,4157.36,4158.17,4156.32,4156.32,470.718,1956959.14211
1758744300000,4156.33,4159.36,4156.32,4159.19,671.795,2793246.5957
1758744360000,4159.19,4160.46,4158.32,4158.32,699.748,2910689.14995
1758744420000,4158.32,4158.32,4154.2,4154.2,783.966,3257944.60822
1758744480000,4154.2,4156.56,4154.2,4155.97,990.112,4114033.86669
1758744540000,4155.98,4158.87,4155.98,4158.86,601.69,2501995.39994
1758744600000,4158.87,4159.52,4157.92,4157.93,687.647,2859548.76784
1758744660000,4157.93,4160.38,4157.52,4157.52,658.021,2736754.47881
1758744720000,4157.52,4157.52,4155.95,4155.96,523.534,2175917.07854
1758744780000,4155.95,4156.94,4155.95,4156.94,313.471,1302960.80208
1758744840000,4156.93,4156.94,4156.47,4156.94,364.044,1513240.75002
1758744900000,4156.94,4158.1,4156.22,4158.01,553.857,2302454.55404
1758744960000,4158.01,4159.18,4157.18,4157.2,774.312,3219628.67065
1758745020000,4157.2,4157.2,4155.53,4155.54,735.709,3057727.17298
1758745080000,4155.53,4156.11,4154.23,4155.96,1092.365,4538525.97453
1758745140000,4155.97,4159.92,4155.96,4159.92,755.041,3139481.01636
1758745200000,4159.92,4162.0,4159.28,4161.26,1236.03,5142714.63337
1758745260000,4161.26,4162.56,4161.01,4161.14,551.845,2296501.35041
1758745320000,4161.14,4161.14,4160.05,4160.22,642.512,2673234.05908
1758745380000,4160.22,4161.52,4159.7,4161.49,481.25,2002204.87874
1758745440000,4161.49,4161.5,4159.76,4159.76,420.963,1751338.76368
1758745500000,4159.76,4160.86,4159.33,4160.77,1244.106,5175206.52946
1758745560000,4160.78,4160.78,4160.29,4160.74,289.449,1204268.70226
1758745620000,4160.74,4162.07,4157.22,4157.67,1203.655,5006347.61669
1758745680000,4157.67,4159.26,4157.66,4159.01,375.812,1562892.12737
1758745740000,4159.0,4159.41,4157.02,4157.55,1107.347,4604132.77656
1758745800000,4157.56,4157.58,4154.52,4154.92,1712.111,7114616.91617
1758745860000,4154.92,4155.63,4154.49,4155.07,722.367,3001434.11416
1758745920000,4155.07,4155.63,4154.72,4155.28,343.065,1425499.0205
1758745980000,4155.28,4155.43,4150.01,4152.65,6021.113,24997800.22595
1758746040000,4152.65,4152.66,4151.06,4152.47,946.282,3928816.29168
1758746100000,4152.48,4153.6,4152.47,4153.31,635.901,2640904.05246
1758746160000,4153.31,4153.31,4153.01,4153.25,323.827,1344890.28939
1758746220000,4153.25,4153.6,4151.95,4152.61,775.613,3220957.32735
1758746280000,4152.6,4152.61,4148.6,4149.8,4168.766,17300036.75356
1758746340000,4149.81,4150.85,4148.35,4150.85,1389.612,5766125.91463
1758746400000,4150.84,4151.0,4145.79,4149.15,3721.885,15436510.61004
1758746460000,4149.14,4152.36,4149.14,4152.36,1125.317,4670940.04426
1758746520000,4152.35,4156.36,4150.4,4156.36,1637.816,6802845.0811
1758746580000,4156.36,4159.23,4156.09,4158.29,1748.165,7269194.31347
1758746640000,4158.29,4161.49,4158.28,4161.48,1212.809,5045539.44829
1758746700000,4161.49,4162.21,4160.15,4160.15,1429.472,5948259.64458
1758746760000,4160.15,4161.51,4160.04,4161.0,726.504,3022639.73735
1758746820000,4161.01,4161.99,4161.0,4161.84,680.018,2829836.38153
1758746880000,4161.84,4161.99,4161.41,4161.99,336.067,1398604.10132
1758746940000,4161.98,4164.41,4161.42,4164.21,1333.466,5551985.29635
1758747000000,4164.2,4164.21,4163.64,4163.71,635.652,2646739.58179
1758747060000,4163.71,4165.17,4163.28,4165.16,980.055,4081288.73029
1758747120000,4165.17,4166.28,4165.0,4165.0,900.769,3752281.29045
1758747180000,4165.01,4166.21,4164.63,4165.55,1016.901,4235996.77165
1758747240000,4165.55,4165.82,4165.14,4165.65,369.31,1538339.97839
1758747300000,4165.65,4166.35,4165.65,4166.11,810.324,3375754.35111
1758747360000,4166.1,4166.67,4165.12,4166.67,676.286,2817285.73844
1758747420000,4166.67,4166.85,4165.47,4165.49,734.023,3058192.07875
1758747480000,4165.48,4166.36,4162.83,4162.83,1658.59,6908717.58568
1758747540000,4162.83,4163.1,4161.93,4163.06,515.422,2145394.23321
1758747600000,4163.06,4163.1,4161.28,4162.01,585.143,2435397.06165
1758747660000,4162.02,4163.52,4161.11,4163.52,1117.55,4651191.71675
1758747720000,4163.52,4163.81,4162.5,4163.68,427.287,1778861.07883
1758747780000,4163.69,4163.69,4162.5,4162.5,601.119,2502625.60936
1758747840000,4162.5,4164.3,4162.15,4164.29,753.879,3138669.48532
1758747900000,4164.3,4165.88,4164.3,4165.87,225.18,937883.83649
1758747960000,4165.87,4166.53,4165.33,4165.33,603.96,2516086.60254
1758748020000,4165.33,4166.34,4164.62,4166.34,583.352,2429747.17493
1758748080000,4166.34,4166.34,4165.61,4165.61,290.151,1208731.10818
1758748140000,4165.61,4166.54,4165.28,4166.54,342.479,1426664.27616
1758748200000,4166.54,4167.09,4166.53,4167.09,369.787,1540842.27645
1758748260000,4167.08,4167.09,4166.6,4166.97,536.609,2235949.88323
1758748320000,4166.98,4166.98,4166.53,4166.54,487.996,2033375.1144
1758748380000,4166.53,4168.18,4166.53,4168.17,688.499,2869204.52442
1758748440000,4168.18,4169.6,4168.18,4169.07,1094.115,4561566.86191
1758748500000,4169.06,4169.46,4168.17,4168.18,773.003,3222663.82646
1758748560000,4168.18,4168.18,4167.45,4167.72,467.078,1946680.54928
1758748620000,4167.71,4167.72,4167.1,4167.31,838.412,3493921.72727
1758748680000,4167.31,4167.83,4167.31,4167.42,698.253,2910009.97885
1758748740000,4167.41,4167.42,4166.25,4166.84,753.279,3138786.20141
1758748800000,4166.85,4166.99,4166.39,4166.39,410.698,1711335.22123
1758748860000,4166.39,4166.39,4165.0,4165.0,622.382,2592364.43564
1758748920000,4165.0,4166.0,4165.0,4166.0,378.442,1576436.06757
1758748980000,4165.99,4167.0,4165.99,4167.0,344.835,1436857.63875
1758749040000,4167.0,4168.17,4166.99,4168.16,202.645,844542.44834
1758749100000,4168.17,4168.68,4167.9,4168.37,493.845,2058524.63504
1758749160000,4168.38,4168.58,4167.0,4167.01,549.643,2290858.24499
1758749220000,4167.0,4168.0,4167.0,4168.0,335.462,1398039.77517
1758749280000,4168.0,4168.51,4167.6,4167.61,314.631,1311386.81959
1758749340000,4167.61,4168.91,4167.6,4168.4,445.715,1857909.75577
1758749400000,4168.4,4168.4,4168.39,4168.4,283.096,1180056.21764
1758749460000,4168.4,4168.4,4167.45,4167.46,403.143,1680269.09996
1758749520000,4167.46,4168.43,4167.45,4167.84,465.295,1939378.84668
1758749580000,4167.85,4167.88,4167.85,4167.88,100.31,418079.51506
1758749640000,4167.88,4167.88,4165.87,4165.87,515.258,2147069.36999
1758749700000,4165.87,4165.88,4165.16,4165.16,264.819,1103079.51022
1758749760000,4165.17,4165.17,4164.5,4164.51,207.857,865678.29615
1758749820000,4164.5,4164.51,4162.4,4162.4,446.638,1859601.49334
1758749880000,4162.4,4162.46,4161.15,4161.16,820.53,3414861.82626
1758749940000,4161.16,4161.92,4160.0,4161.92,1241.025,5163577.50997
1758750000000,4161.92,4163.0,4160.31,4160.32,766.752,3191250.71726
1758750060000,4160.32,4161.82,4159.93,4161.82,847.231,3525090.77512
1758750120000,4161.82,4163.88,4161.81,4163.88,322.151,1341074.56082
1758750180000,4163.88,4165.18,4163.87,4164.03,849.972,3539990.18189
1758750240000,4164.02,4165.04,4163.51,4163.52,449.536,1872159.19185
1758750300000,4163.52,4166.17,4163.51,4163.68,1454.993,6060018.24419
1758750360000,4163.68,4163.68,4163.25,4163.25,206.36,859195.57445
1758750420000,4163.25,4163.26,4162.09,4162.09,302.28,1258302.50257
1758750480000,4162.09,4162.64,4162.0,4162.0,451.209,1878050.02598
1758750540000,4162.0,4162.0,4159.1,4161.47,1336.463,5560047.77613
1758750600000,4161.47,4164.02,4161.46,4164.01,452.136,1882294.28144
1758750660000,4164.02,4164.04,4164.01,4164.02,257.451,1072032.68318
1758750720000,4164.01,4164.02,4162.79,4162.79,167.609,697829.72979
1758750780000,4162.8,4162.8,4162.24,4162.24,101.543,422661.4892
1758750840000,4162.25,4162.25,4162.24,4162.24,78.543,326914.97957
1758750900000,4162.25,4162.25,4162.24,4162.24,154.975,645044.23442
1758750960000,4162.24,4162.25,4158.45,4159.44,1056.23,4393656.94739
1758751020000,4159.44,4159.44,4149.58,4149.58,4306.307,17886267.77285
1758751080000,4149.58,4149.67,4126.01,4136.49,35584.903,147195312.29433
1758751140000,4136.48,4144.0,4136.48,4142.89,7101.602,29410489.29067
1758751200000,4142.88,4148.0,4141.29,4145.84,4484.438,18588039.79497
1758751260000,4145.84,4151.41,4145.1,4150.81,3302.781,13703949.37969
1758751320000,4150.81,4155.87,4150.06,4154.24,4731.127,19650076.09852
1758751380000,4154.23,4157.87,4153.6,4157.34,2450.649,10184214.47059
1758751440000,4157.35,4157.67,4152.34,4152.35,1701.799,7071693.91302
1758751500000,4152.35,4152.35,4145.99,4148.12,5334.857,22128597.3939
1758751560000,4148.13,4148.56,4144.96,4146.52,2280.782,9457408.35209
1758751620000,4146.53,4147.57,4145.03,4146.44,1920.417,7962857.87993
1758751680000,4146.45,4150.28,4144.79,4150.01,1814.724,7525676.38929
1758751740000,4150.01,4153.05,4150.01,4152.77,1734.85,7202003.56991
1758751800000,4152.76,4157.55,4152.36,4156.35,3802.499,15801813.07889
1758751860000,4156.36,4157.19,4155.0,4156.81,1460.485,6069877.1659
1758751920000,4156.81,4159.05,4156.81,4159.05,651.416,2708454.86833
1758751980000,4159.05,4160.0,4158.38,4159.09,1681.121,6992129.38128
1758752040000,4159.08,4160.56,4158.9,4158.9,1654.718,6883510.02055
1758752100000,4158.91,4159.36,4158.16,4159.17,1723.954,7169931.3811
1758752160000,4159.17,4161.72,4158.42,4161.72,1466.349,6099781.9621
1758752220000,4161.72,4161.76,4157.69,4157.71,601.41,2501528.14314
1758752280000,4157.71,4158.94,4155.25,4158.94,1001.187,4161924.61575
1758752340000,4158.94,4158.94,4153.83,4153.93,827.873,3441036.27532
1758752400000,4153.93,4154.96,4151.99,4153.85,1266.594,5260877.14934
1758752460000,4153.85,4154.12,4150.48,4153.3,1126.3,4676690.83249
1758752520000,4153.31,4155.51,4153.31,4155.05,748.087,3108113.05599
1758752580000,4155.05,4155.95,4154.3,4155.93,421.139,1749951.22676
